Judul,Industri,Tipe,Kategori,Tanggal_Post,Berlaku_Hingga,Perusahaan,Website_Perusahaan,Logo_Perusahaan,Alamat,Kota,Provinsi,Negara,Latitude,Longitude,Gaji_Min,Gaji_Max,Gaji_Currency,Gaji_Unit,Skills,Pengalaman_Bulan,Pendidikan,Deskripsi,Tentang_Perusahaan,Benefit,Apply_Langsung,Link
Graphic Designer,Retail,FULL_TIME,Desainer Grafis & Brand,2026-02-24T15:44:59.697Z,2026-04-27,PT Redpod Indonesia,http://www.redpodgifts.com,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/b4ccda600cfcf7ecf03691eead21e269.jpg,,Jakarta Utara,DKI Jakarta,ID,-6.13333,106.875,,,,,"Adobe Photoshop, Logo Design, Packaging Design, SketchUp, Adobe Illustrator, CorelDRAW, Graphic Design",12.0,professional certificate,"Responsibilities: 
 
 Study design briefs and determine requirements. 
 Conceptualize visuals based on requirements. 
 Prepare rough drafts and present ideas 
 Develop illustrations and other designs using software or by hand. 
 Work with creative director to produce final design 
 Ensure final graphics and layouts are visually appealing and on-brand. 
 
 
 Requirements: 
 
 Proven graphic designing experience. 
 A strong portfolio of illustrations or other graphics 
 Can operate graphic design software such as Illustrator,  Photoshop, Coreldraw, etc 
 Proficiency in 3D software (3D max, Sketchup, etc) is a plus. 
 A keen eye for aesthetics and details. 
 Excellent communication skills. 
 Ability to work methodically and meet deadlines. 
 Team Player and able to work under pressure.","RedPod Group is an integrated promotional marketing company that has been supplying creative promotional products and design services to clients, nationally and internationally since 2005. 
 
 Our dedication in finding solutions to suit our clients’ business needs, has earned us the reputation for being efficient and reliable. We are dedicated in creating and providing practical and effective marketing tools that assist our clients in generating enquiries while also building brand identity, awareness, and value.","flexible work hours, professional development, bpjs tenaga kerja insurance and health, thr financial benefits, medical coverage, remote work, perform bonus financial benefits, career growth",True,https://glints.com/id/opportunities/jobs/graphic-designer/bcbf9cc2-2786-4189-817b-4bfb82fdc9fd
Architectural Designer,Construction,INTERN,Desainer Grafis & Brand,2026-03-30T04:03:34.069Z,2026-04-30,INDOKO KONTRAKTOR,,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/bb035ddf65fe1b14e9562678fd050d77.png,,Bandung,Jawa Barat,ID,-7.06722,107.64111,,,,,"AutoCAD, Graphic Design, SketchUp",,high school,"Tugas & Tanggung Jawab: 
 
 Membantu pembuatan konsep desain arsitektur 
 Membuat sketsa awal dan pengembangan desain 
 Membantu pembuatan gambar kerja (2D/3D) 
 Melakukan revisi desain sesuai arahan arsitek senior 
 Membantu penyusunan presentasi desain (rendering, layout, dll) 
 Riset material dan referensi desain 
 Ikut serta dalam diskusi proyek (internal)","Indoko Jaya Nusantara atau Indoko adalah kontraktor dari Bandung yang menyediakan berbagai layanan: renovasi, arsitek, interior, dan konstruksi bangunan.",user defined,True,https://glints.com/id/opportunities/jobs/architectural-designer/80af854b-7e0e-41a9-baa6-c626ab3caf58
Fashion Designer,Apparel & Fashion,FULL_TIME,Fashion Designer,2025-11-26T02:24:51.103Z,2026-05-05,PT Akarsa Garment Indonesia,https://bikinkaosjaket.com,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/5c2abb7391f1dea9e1e2d6ef503fd5ef.png,"Jl. Anggrek Raya No. 23, Kelurahan Petukangan Utara, Kecamatan Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12260, Indonesia.",Jakarta Barat,DKI Jakarta,ID,-6.19861,106.74167,3740000.0,5610000.0,IDR,MONTH,"Teamwork, Pattern Making, Fashion Brand Sales, Fashion Design",12.0,high school,"Job Description :  
 - Desain Aplikasi Garmen: Merancang artwork untuk sablon, bordir, digital print, dan pola kain pada produk (T-shirt, Jaket, PDU, PDL, JAS, Kemeja). 
- Preparasi Produksi: Menyiapkan file teknis siap cetak (separasi warna, ukuran, resolusi) sesuai standar produksi garmen. 
- Materi Marketing: Membuat desain visual untuk promosi (lookbook, katalog, konten media sosial) sesuai brand guidelines. 
- Riset & Kolaborasi: Mengikuti tren desain garmen terbaru dan berkolaborasi dengan tim Produk/Marketing & RnD 
 
Kualifikasi : 
- Pengalaman minimal 1 tahun di bidang Desain Grafis, diutamakan di industri Garmen/Fashion. 
- Keterampilan Teknis	Mahir Adobe Illustrator dan Adobe Photoshop. 
- Memahami teknis separasi warna, teknik sablon (plastisol, discharge), dan batas desain bordir. 
- Kreatif, Detail-Oriented (khususnya untuk file produksi), mampu bekerja di bawah tekanan deadline. 
- Melampirkan Portofolio relevan (Bila ada","Kami adalah perusahaan holding yang membangun ekosistem bisnis terintegrasi di bidang manufaktur dan teknologi. Dengan fondasi kuat pada kualitas, inovasi, dan transformasi digital, kami menghadirkan solusi end-to-end yang mendorong pertumbuhan berkelanjutan bagi klien dan mitra kami. 
 Unit bisnis kami mencakup manufaktur garment dan sepatu dengan standar produksi modern, konstruksi interior dan MEP untuk proyek komersial maupun industri, serta IT consulting yang berfokus pada digitalisasi dan pengembangan sistem berbasis teknologi terkini. 
 Kami percaya bahwa masa depan industri terletak pada sinergi antara operasional yang solid dan transformasi digital yang adaptif. Karena itu, kami terus membangun talenta, sistem, dan budaya kerja progresif untuk menciptakan dampak nyata, tidak hanya bagi bisnis, tetapi juga bagi perkembangan industri secara luas. 
 Bergabunglah bersama kami untuk menjadi bagian dari perjalanan membangun industri yang lebih inovatif, efisien, dan berdaya saing global.",,True,https://glints.com/id/opportunities/jobs/fashion-designer/16bc78f6-0882-4279-b5d1-29004836bf27
Graphic Designer,"Health, Wellness and Fitness",FULL_TIME,Desainer Grafis & Brand,2026-03-26T02:09:46.276Z,2026-04-26,PT. LILA SEHAT TEKNOLOGI MEDIS,,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/8234537f09307bd3c435d93ff8ef9b52.jpg,"Jalan Marina Raya No. 30 Blok c, Kamal Muara,, Jakarta Utara, DKI Jakarta 14470",Jakarta Utara,DKI Jakarta,ID,-6.12083,106.76111,5000000.0,8000000.0,IDR,MONTH,"Graphic Design, Adobe Photoshop, Packaging Design, Adobe Illustrator",12.0,high school,"Responsibility: 
 - Create and develop visual and motion graphic assets for livestream and e-commerce platforms 
 - Design livestream backgrounds, overlays, banners, and promotional visuals 
 - Produce engaging motion graphics and animations to enhance livestream quality 
 - Support visual needs for TikTok Shop, Shopee, and other e-commerce platforms 
 - Ensure all designs align with brand guidelines and campaign objectives 
 - Collaborate with livestream, marketing, and content teams to execute creative concepts 
 - Prepare design materials for campaigns, promotions, and flash sales events 
 - Optimize visuals to improve audience engagement and conversion performance 
 - Manage multiple design projects and ensure timely delivery 
 - Stay updated with design trends, especially in live commerce and social media 
 
 Requirements: 
 - Bachelor’s degree in Graphic Design, Visual Communication Design, or a related field 
 - Minimum 1–2 years of experience as a Graphic Designer / Motion Graphic Designer 
 - Proficient in Adobe Creative Suite (Photoshop, Illustrator, After Effects, Premiere) 
 - Strong skills in motion graphics and animation for digital and livestream content 
 - Ability to create engaging, high-converting visuals for live commerce and social media 
 - Good understanding of layout, typography, color, and visual hierarchy 
 - Familiar with TikTok, Shopee, and e-commerce visual trends 
 - Able to work in a fast-paced environment and handle multiple projects 
 - Good communication skills and able to collaborate with cross-functional teams 
 - Able to communicate in English (basic to intermediate level)","PT. Lila Sehat Teknologi Medis bergerak di bidang kesehatan, untuk saat ini akan meluncurkan produk softlens dan kedepannya produk medis seperti nebulizer, alat tensi darah, dan lainnya.",user defined,True,https://glints.com/id/opportunities/jobs/graphic-designer/a5deded1-1b84-4b94-b7d5-e8ff9d3255fe
Graphic Designer 3D,Retail,FULL_TIME,Desainer 3D,2026-03-28T10:58:33.847Z,2026-04-28,PT Juragan Kucek Indonesia,http://www.juragankucek.com,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/971c2dfcf147b26b24551216a6daecbf.jpg,"International Financial Centre, 23rd Floor, Jl. Jenderal Sudirman No.Kav. 22-23, Karet, Setiabudi, Jakarta Selatan, DKI Jakarta, 12920",Depok,Jawa Barat,ID,-6.36861,106.78083,3000000.0,4000000.0,IDR,MONTH,"Product Design, AutoCAD, SketchUp",12.0,bachelor degree,"Kualifikasi yang diperlukan untuk posisi ini mencakup: pendidikan minimal S1; pengalaman kerja antara satu hingga tiga tahun di bidang 3D design dan grafis; kemampuan menggunakan perangkat lunak seperti AutoCAD, SketchUp, dan Product Design. Kami mencari individu yang memiliki keterampilan desain visual yang cemerlang dan semangat untuk berkembang di dunia teknologi dan bisnis laundry. PT Neat Republic memberikan lingkungan kerja yang mendukung pertumbuhan karier dan kolaborasi yang produktif. Bergabunglah dengan tim kami dan jadilah bagian dari perjalanan sukses kami!",Juragan Kucek adalah jaringan kemitraan outlet binatu dengan konsep Laundry Anti Hilang yang terintegrasi dengan teknologi digital sehingga bisnis laundry dapat berjalan optimal meski Mitra tidak terjun secara langsung (autopilot),"career growth, near public transport work environment and facilities",True,https://glints.com/id/opportunities/jobs/graphic-designer-3d/ed118e94-52bc-4a83-808a-77f9179f4ed6
Graphic Designer,Food & Beverages,FULL_TIME,Desainer Grafis & Brand,2026-02-26T15:01:25.031Z,2026-04-25,Resto Gurih 7,https://restogurih7.com,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/daabc58bf2b2e089dfcb5d1b95991388.png,"Jl. Raya Pajajaran No.102, Bantarjati, Kec. Bogor Utara, Kota Bogor, Jawa Barat 16153",Bogor,Jawa Barat,ID,-6.57083,106.81944,5300000.0,6300000.0,IDR,MONTH,"Graphic Design, Adobe Photoshop, Content Editing, Video Editing, Photo Editing, Typography, Brand Design, Adobe Illustrator, Packaging Design, Logo Design",12.0,bachelor degree,"Graphic Designer — Gurih 7 & Rumah Talas | Bogor 
 
 Role Summary 
 Own end-to-end visual production for both brands: graphic design, content capture (photo/video), and basic motion. Deliver fast, consistent, on-brand assets for campaigns, social media, and outlet needs. 
 
 Key Responsibilities 
 
 Brand-Consistent Visual Output:  maintain consistent look & feel across all materials (layout, typography, color, tone). 
 Campaign & Promo Assets:  key visuals for promos, events, launches, seasonal campaigns (digital + print). 
 Content Production (On-site):  take photo/video for products, ambience, and events; deliver ready-to-post content. 
 Motion & Short-form Support:  simple motion graphics/animations for Reels/Stories/TikTok-style assets. 
 Social Media Design Support:  daily social assets, templates, and fast turnarounds for trending needs. 
 Print & Outlet Collaterals:  menus, table tents, posters, signage, vouchers, packaging labels, and other store materials. 
 P roduction-Ready Files & Workflow:  version control, clean file management, export specs for print/digital, revision handling. 
 
 Requirements 
 
 S1 in Visual Communication Design, Graphic Design, Multimedia, Film/TV, or related field. 
 2+ years in a similar role (F&B/retail/hospitality preferred). 
 Strong graphic fundamentals: layout, typography, visual hierarchy, and consistency. 
 Able to  design + shoot photo/video + do basic editing + create light motion independently. 
 Proficient in Adobe (AI/PS/ID) and/or equivalent; plus tools like After Effects/CapCut/Premiere for basic motion/editing. 
 Fast, organized, detail-accurate; comfortable with tight deadlines and frequent revisions.",Restoran Gurih 7 adalah restoran yang menyajikan hidangan Khas Sunda terbaik dengan rasa yang autentik.,"medical coverage, meal allowance financial benefits, career growth",True,https://glints.com/id/opportunities/jobs/graphic-designer/002051eb-6268-4434-b7b5-883f34be3091
Graphic Designer,Consumer Goods,FULL_TIME,Desainer Grafis & Brand,2026-03-25T08:01:09.006Z,2026-04-25,Kwala,,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/176c6a1a0134f6bc0c93d20c4aca6669.png,"JL Kemandoran VIIIA No 11, Grogol Utara, Kebayoran Lama",Jakarta Selatan,DKI Jakarta,ID,-6.24861,106.77778,3600000.0,5400000.0,IDR,MONTH,"Packaging Design, Typography, Graphic Design, Adobe Illustrator, Brand Design, Logo Design, Adobe Photoshop",12.0,professional certificate,"We’re looking for a creative and detail-oriented Graphic Designer to join our growing team. In this role, you’ll be involved end-to-end in the creative process,  from ideation to execution, and play a key role in shaping how our brand shows up across all touchpoints. 
 
 Job Description 
 
 Create engaging visual assets for social media, marketplace, website, and marketing campaigns 
 Translate briefs into strong, on-brand visual concepts (posters, banners, feeds, stories, etc.) 
 Collaborate closely with the marketing team for daily content needs and campaign execution 
 Ensure consistency across all visuals in line with brand guidelines 
 Revise and refine designs based on feedback and direction 
 Stay updated with design trends, especially in fashion, lifestyle, and retail 
 
 
 Requirements 
 
 Minimum 1–2 years of experience in graphic design (fresh graduates with strong portfolios are welcome) 
 Background in Graphic Design, Visual Communication Design, or related fields 
 Strong sense of visual aesthetics and attention to detail 
 Proficient in design tools (Adobe Illustrator, Photoshop, Canva, or similar) 
 Basic motion graphic or video editing skills (After Effects, CapCut, etc.) is a plus 
 Familiar with social media trends and content styles 
 Able to work fast, collaborative, and open to feedback 
 Strong communication skills and high ownership 
 Portfolio is a must (professional, academic, or personal works) 
 
 
 📍 Placement: Kebayoran Lama, Jakarta Selatan 
 
 If you’re passionate about creating impactful visuals and want to grow with a fast-moving brand, we’d love to hear from you.","Founded in 2022, KWALA was born from a simple belief: that restful sleep is the foundation of a balanced and meaningful life. Through our brands, we curate sleep essentials that blend comfort, design, and enduring quality. 
 Each piece of our collections is thoughtfully crafted to transform nightly routines into moments of restoration, serenity, and quiet indulgence. With an unwavering dedication to detail and timeless design, Kwala aspires to nurture a life of quiet elegance, starting with the beauty of restful sleep","career growth, thr financial benefits",True,https://glints.com/id/opportunities/jobs/graphic-designer/e13c6e27-b9bb-44d2-b3ea-f7263462426d
Senior Graphic Designer,Marketing and Advertising,FULL_TIME,Desainer Grafis & Brand,2026-03-30T04:44:34.949Z,2026-04-30,Konsēp,https://konsep.agency,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/4b71631dbaf2120db9f1b2d3c4baf01a.png,,Bandung,Jawa Barat,ID,-6.873333,107.599604,7000000.0,8000000.0,IDR,MONTH,"Graphic Illustrations, Adobe Illustrator, Team Leadership, Adobe Photoshop, Creative Strategy, Marketing Communications, Graphic Design, Attention to Detail, English Language, Creative Design, Brand Design, Editorial Layout, Teamwork",60.0,bachelor degree,"Job Descriptions   
 - Create and design branding and advertising materials   
 - Design Key Visuals and Supporting Materials for Marketing Campaigns & POSM 
 - Assist in managing website content, newsletters, and other digital platforms   
 - Coordinate with Account Executive & Creative Director to ensure the best quality and on-time delivery   
 - Properly archive all design files 
 
 Job Requirements    
 - Minimum Bachelor’s degree in Visual Communication Design   
 - At least 5 years of experience in a similar role   
 - Good knowledge of English 
 - Knowledge of print production, color codes, formats, etc.   
 - Proficient in photo editing using Adobe Photoshop or Illustrator","Established at 2016 July, we are passionate to help small business grow through Social Media Marketing. Our team is now consist of teams working together to achieve our clients' goals. Currently we are managing more than 40 Social Media Accounts and we believe that this is just the beginning.",vacation and leaves,True,https://glints.com/id/opportunities/jobs/senior-graphic-designer/4e3baf54-b75e-49b8-b775-a45294b8925d
Lighting Designer,Electrical/Electronic Manufacturing,FULL_TIME,Lighting Designer,2024-03-21T10:08:13.637Z,2026-05-01,Avalon Electric,,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/ad2e5ab97c237edbd93e27cea34b9050.png,"Jl. Green Permata Blvd No.20, RT.8/RW.2, Ulujami, Kec. Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12250",Jakarta Barat,DKI Jakarta,ID,-6.18889,106.77083,5000000.0,8000000.0,IDR,MONTH,"AutoCAD, Problem Solving, Mechanical Design, SketchUp, Project Coordination, Adobe Photoshop",12.0,bachelor degree,"Avalon Electric is a lighting supplier based in Jakarta. Our highlight project covers both high end residentials and corporate office such as: Corpus Office, Nestle HQ and many more. 
 We are growing our team and looking for a creative thinker who can fill in the post for our lighting designer. We value skill set, knowledge and experience but qualities such as: cheerful nature, loves challenge, growing mindset, teamwork is a must. 
 Join our vibrant team in a fun-comfortable office! 
 
 Job Description : 
 – Specify and propose solution: design, calculation, presentation, coordination. 
 – responsible for understanding client’s objectives & requirements 
 – propose lighting design concept, calculation and specify 
 – present the overall proposal to the client & consultant 
 – project coordination 
 
 Skills  
 Software: Dialux, Autocad, Adobe Photoshop, Sketchup 
 
 Qualification : 
 – S1 in engineering/architecture/engineering physics other interior design majors 
 – Helpful dan Informative with workmate and client 
 – Experienced in lighting design, able to specify and propose solution such as: Design, Calculation, Presentation, Coordination. 
 – able to give problem solving and solution","• Glou - Lighting Supplier 
• Daikin VRV & LG VRF Authorized Dealer & Installer 
• Phantom - Smart Film 
• Jung Switch Distributor 
 Residential & Office fit out projects",,True,https://glints.com/id/opportunities/jobs/lighting-designer/7db6d388-469a-411e-982e-23272c1f5c73
Graphic Designer,Facilities Services,FULL_TIME,Desainer Grafis & Brand,2026-01-13T04:16:03.129Z,2026-04-27,Habitat Park,,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/6ba9d224af3d5c3273ad502900b52c6a.jpeg,"SCBD Park, Jl. Jend. Sudirman kav 52-53 No.6 LOT6, Senayan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12190",Jakarta Selatan,DKI Jakarta,ID,-6.24444,106.8,,,,,"Adobe Photoshop, Graphic Design, Adobe Illustrator",36.0,high school,"✔ Create and edit visual concepts 
 ✔ Brand development 
 ✔ Produce designs for multiple platform/products 
 ✔ Collaborate with clients and teams 
 ✔ Brand development 
 ✔ Attention to details 
 ✔ Dateline-oriented",Park at SCBD,"thr financial benefits, near public transport work environment and facilities, bpjs tenaga kerja insurance and health, medical coverage",True,https://glints.com/id/opportunities/jobs/graphic-designer/bb3621a6-8cc3-4989-b257-bcb18d249f80
Visual Designer,Marketing and Advertising,FULL_TIME,Visual Designer,2026-03-26T12:53:41.484Z,2026-04-26,PT DUA DARA MEDIA (CLICKBAIT),https://clickbait.co.id,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/df5c782968f388d396f0ae29a270ceb1.jpg,"Jl. Arteri Permata Hijau No.11, RT.11/RW.10, Grogol Utara, Kec. Kebayoran Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12210",Jakarta Selatan,DKI Jakarta,ID,-6.24861,106.77778,,,,,"Photo Editing, Graphic Design, Visual Design, Brand Design, Illustration, Color Theory, Typography",12.0,bachelor degree,"Job Description 
 
 Develop visually compelling designs for digital and campaign needs (social media, ads, presentations, etc.) 
 Translate creative briefs into strong visual concepts aligned with brand identity 
 Collaborate closely with Creative Team, Content, and Project Manager to deliver high-quality outputs 
 Ensure consistency of design across all platforms and campaigns 
 Stay updated with design trends, tools, and industry best practices 
 Handle multiple projects simultaneously and meet tight deadlines 
 Support brainstorming sessions and contribute creative ideas 
 
 
 Requirements 
 
 Bachelor’s degree in Design, Visual Communication, or related field (or equivalent experience) 
 1–3 years of experience as a Visual Designer, preferably in a creative/digital agency 
 Strong portfolio showcasing digital, campaign, and branding work 
 Proficient in design tools such as Adobe Photoshop, Illustrator, After Effects, or similar 
 Good understanding of layout, typography, color, and visual storytelling 
 Ability to work fast-paced and handle multiple projects 
 Strong attention to detail and aesthetics 
 Good communication and teamwork skills 
 Up-to-date with social media trends and visual content styles","Jakarta-based Tiktok agency, which works closely with Tiktok Indonesia to provide marketing solutions for brands to penetrates the Tiktok platform. Since 2019, Clickbait has worked on 100++ Tiktok projects to develop marketing brands from various services and industries in Indonesia. 
 Our agency does not only focus on trends and algorithms but can also position itself as a brand owner in managing marketing strategies for its brands based on data from proper research.","thr financial benefits, vacation and leaves, career growth, bpjs tenaga kerja insurance and health, sick leave leave and flexibility, medical coverage, perform bonus financial benefits",True,https://glints.com/id/opportunities/jobs/visual-designer/4bdf7c48-afe6-40d9-a728-89446b9b7964
Graphic Designer,Events Services,FULL_TIME,Visual Designer,2026-03-26T06:10:02.181Z,2026-04-26,Truevindo,http://www.truevindo.com,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/648b469bee61564ae829271bbff15fe6.jpg,"Ruko Sedayu City Boulevard Utara A-69, Kelapa Gading",Jakarta Utara,DKI Jakarta,ID,-6.16111,106.90417,,,,,"Illustration, Visual Design, Teamwork, Graphic Design, Color Theory, Photo Editing, UI Design, Brand Design, Microsoft Office, Typography",12.0,bachelor degree,"Job Requirements: 
 
 Mengembangkan konsep visual & creative direction untuk kebutuhan branding, campaign, event, dan kantor (online & offline) 
 Mendesain materi promosi seperti social media content, key visual campaign, pitch deck, motion graphic, hingga kebutuhan visual event 
 Mengelola proses desain dari brainstorming, produksi, revisi, hingga final artwork siap cetak/tayang 
 Berkolaborasi dengan tim-tim internal untuk memastikan visual selaras dengan strategi brand 
 Menjaga konsistensi identitas visual di seluruh platform 
 Support kebutuhan multimedia event (LED content, motion, dll) 
 
 
 Qualifications 
 
 Minimal S1 Desain Komunikasi Visual (DKV), Desain Grafis, atau bidang terkait 
 Pengalaman minimal 1 - 3 tahun sebagai Graphic Designer (diutamakan pernah di agency/event/branding) 
 Mahir Canva & Adobe Creative Suite (Illustrator, Photoshop, After Effects) 
 Memahami motion graphic & animasi dasar 
 Kreatif, detail-oriented, memiliki taste visual yang kuat dan up-to-date dengan tren desain 
 Mampu bekerja dengan deadline ketat & menangani multiple project. 
 Menguasai Resolume & vMix menjadi nilai tambah 
 Wajib melampirkan portofolio. Kirim portofolio anda ke: rei@truevindo(.)com 
 
 
 Lokasi: Kelapa Gading, Sedayu City","We are #truevindo event production agency, providing integrated solution for in-person, virtual, and hybrid events. Let’s discuss!","sales commission financial benefits, yearly bonus financial benefits, bpjs tenaga kerja insurance and health, medical coverage, thr financial benefits, meal allowance financial benefits, travel, career growth",True,https://glints.com/id/opportunities/jobs/graphic-designer/e1e9b7d2-2622-40ed-9352-bb3359a0ee03
Graphic Designer,Marketing and Advertising,FULL_TIME,Desainer Grafis & Brand,2026-03-22T14:58:43.929Z,2026-04-23,Pendekar Pangan,,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/97660b1e-bf3d-425b-a807-54c879621fe5.jpg,"Ruko Bukit Cimanggu City, Blok C11 No. 8, Kec. tanah Sareal, Kota Bogor",Bogor,Jawa Barat,ID,-6.54639,106.78306,2000000.0,3000000.0,IDR,MONTH,"Adobe Photoshop, Graphic Design, Adobe Illustrator",12.0,high school,"Kriteria: 
 - Muslim 
 - Umur 20 - 30 Tahun 
 - Memiliki pengalaman dibidang design Grafis  
 - Mampu mengoperasikan aplikasi design grafis  
 
 Sistem Kerja: 
 - Remote/WFH 
 - Bertanggung jawab memenuhi kebutuhan design brand (design produk, display, kemasan, logo, photo editing, label dll)","Perusahaan yang bergerak di perdagangan online. Baru berdiri tahun 2025 saat ini memilikinama brand Sahabat Fried Chicken yang menjual produk tepung marinasi, premix untuk fried chicken. Kedepan kami akan mengembangkan beberapa brand dan fokus pada penjualan online melalui E-commerce dan Ads.",user defined,True,https://glints.com/id/opportunities/jobs/graphic-designer/36263baf-2ad0-44dd-80fe-bded5e2670f1
Graphic Designer,Retail,FULL_TIME,Desainer Grafis & Brand,2026-03-24T03:50:02.592Z,2026-04-24,Tokovapeku Solusimu,https://tokovapeku.com,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/4d772f719e7ea9aa4265a01316ce298c.png,"Jatinegara: https://maps.app.goo.gl/TEYi8NjSF2CjNp3e8
Sunter: https://maps.app.goo.gl/MufQ13hhkMTBy5sd9
Bali: https://maps.app.goo.gl/MeFxMSMZxZjRzhBX9
Bandung: https://maps.app.goo.gl/fGJtcAuxR6e6u4Q19
BSD: https://maps.app.goo.gl/ot2HpPVbbT4sZV7o6",Jakarta Timur,DKI Jakarta,ID,-6.22778,106.87778,6000000.0,7000000.0,IDR,MONTH,"Marketing Communications, Artificial Intelligence, Graphic Design",12.0,bachelor degree,"Deskripsi pekerjaan 
 Desainer Grafis Berbakat, Kami Membutuhkan Kreativitasmu! Preva Indonesia, distributor baterai Vape No. 1 di Indonesia, sedang membuka kesempatan bagi Anda untuk bergabung sebagai Graphic Designer / Editor di tim kami. 
 
 
 
 Bergabunglah dengan tim kami untuk menciptakan desain visual menarik yang mendukung kampanye digital dan branding. Bekerja sama dengan tim marketing dan konten untuk berbagai proyek seru! 
 
 Kriteria: 
 
 • Pengalaman minimal 1 tahun di bidang desain grafis 
 
 • Menguasai software desain (Adobe Illustrator, Photoshop, dsb.) 
 
 • Kreatif, detail, dan up-to-date dengan trend design terbaru 
 
 • Mampu bekerja sesuai deadline dan target 
 
 • Tertarik dengan AI Images dan Video 
 
 Belum punya banyak pengalaman? Tak masalah, yang penting kamu punya kreativitas dan semangat belajar! 
 
 Tertarik? Kirim CV dan portofolio terbaikmu sekarang!",Bergerak dalam bidang retail online dan offline produk rokok elektrik.,,True,https://glints.com/id/opportunities/jobs/graphic-designer/ccada56e-8551-448a-9b5f-c2856c775868
GRAPHIC DESIGNER,Retail,FULL_TIME,Desainer Grafis & Brand,2025-05-14T07:49:13.124Z,2026-04-17,PT Mulia Cipta Indonesia (Lofty White),http://www.loftywhite.com,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/5a84d4f3f9dddfa2755b1f674cc7fbf0.png,"Jakarta Barat, DKI Jakarta",Jakarta Barat,DKI Jakarta,ID,-6.19861,106.74167,4000000.0,5500000.0,IDR,MONTH,"Creative Design, Graphic Illustrations, Adobe Photoshop, Graphic Design, Adobe Illustrator",12.0,bachelor degree,"Degree in Graphic Design or similar 
 At least 1 year of experience in graphic design 
 Can use Photoshop, Illustrator, and InDesign 
 Able to design for social media, packaging, marketing, marketplace, and website 
 Understands layout, color, and brand style 
 Detail-oriented with a strong design sense 
 Portfolio required","Welcome to Lofty White, where luxury meets everyday comfort. We offer premium bedding and plush bath towels made from the finest materials. From cozy nights in bed to refreshing moments after a bath, our products bring softness and style to your home. Experience the perfect blend of elegance and comfort with Lofty White.",career growth,True,https://glints.com/id/opportunities/jobs/graphic-designer/c5f79422-ea4e-4ff2-aaa0-1692ec8eb848
Photobooth Designer,Entertainment,FULL_TIME,Desainer Interior,2026-04-08T08:13:43.388Z,2026-05-09,PT Funiverse Entertainment Studio,,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/e04d9d4235ddd82ba174f5148bc2e772.jpg,"Landmark Pluit Blok B Nmor 1 Lt 3, Jl Pluit Selatan Raya No.2
",Jakarta Utara,DKI Jakarta,ID,-6.12083,106.76111,6500000.0,9000000.0,IDR,MONTH,"SketchUp, 3D Modeling, AutoCAD, 3D Rendering, 3D Design",12.0,bachelor degree,"Tugas Utama: 
 • Desain ruang (outlet, exhibition, photobooth) 
 • Buat konsep, 3D rendering & gambar kerja 
 • Koordinasi dengan vendor & tim lapangan 
 • Follow up project hingga eksekusi 
 
 Kualifikasi: 
 • Berpengalaman di desain ruang / interior / exhibition 
 • Menguasai SketchUp / 3ds Max / AutoCAD 
 • Punya sense estetika & peka terhadap experience 
 • Proaktif, komunikatif, banyak ide 
 
 Nilai Plus: 
 • Pengalaman desain photobooth 
 • Pernah handle project dari konsep sampai jadi",PT Funiverse Entertainment Studio is company with the vision to pioneer the future of entertainment with unforgettable experiences,"team building events, perform bonus financial benefits, bpjs tenaga kerja insurance and health, career growth, medical coverage",True,https://glints.com/id/opportunities/jobs/photobooth-designer/618f6ee4-b768-4e5b-930d-22d4a18cb019
